"x";"y";"z";"id";"BHD";"h";"crownLength";"crownArea";"crownVolume";"crownDiameter";"tile";"scanID";"f";"v"
72,10549324;-89,771295;-51,062;665;21,27723404;16,59;0;0;0;0;"tile_12_10";2;0,482638814823967;0,284700909502503
43,78751029;-114,9801573;-53,706;666;46,51805714;32,31;30,36;74,1;149,4;12,3;"tile_10_9";1;0,433996780307758;2,38317800847883
70,57976419;-129,8876322;-59,781;667;37,80998095;30,99;17,94;29;49,5;6,9;"tile_12_8";1;0,455567815363181;1,58517571197218
72,16519597;-127,6823544;-59,902;668;21,4661978;26,05;17,2;15,8;30,4;4,9;"tile_12_8";2;0,514234533108853;0,484807244351033
69,90022321;-106,9229321;-54,168;669;25,32289836;27,53;0;0;0;0;"tile_12_9";2;0,497202880062985;0,689376622737278
67,80097264;-125,1075146;-58,224;670;39,01169605;30,08;18,28;28,8;68,6;6,5;"tile_12_8";2;0,449777961041263;1,61716952403458
51,17183;-102,8132243;-48,129;671;37,98114286;29,08;24,68;23,7;55,7;5,9;"tile_11_9";2;0,450625031384089;1,48468955449162
56,53454742;-133,4440033;-60,022;672;26,7737971;27,12;19,27;24,9;45,5;6,4;"tile_11_8";2;0,489279802124171;0,747062248001172
56,34495487;-91,16922155;-45,667;673;26;21,32;0;0;0;0;"tile_11_10";1;0,475572710019036;0,538320232701162
73,544284;-109,1961547;-56,315;674;26,92346667;29,62;16,52;11,9;21,3;4,3;"tile_12_9";2;0,494090092417401;0,833188062448783
46,92281231;-122,4550732;-56,204;675;50,75883347;26,71;23,16;31,9;49,7;6,9;"tile_11_8";2;0,40929920785593;2,21221808732159
70,76125325;-122,9477262;-58,595;676;6,248238298;8,9;0;0;0;0;"tile_12_8";1;0,576479112144433;0,0157318078375887
71,0947687;-122,829806;-58,592;677;31,28404969;29,69;17,79;20;46,9;5,3;"tile_12_8";2;0,475777652077504;1,08580053622401
71,44259733;-99,73742267;-52,49;678;36,74693333;30,57;22,92;23,4;52,3;6;"tile_12_9";2;0,458082601404968;1,48515342094771
58,876136;-129,8342792;-58,816;679;30,26434286;25,44;0;0;0;0;"tile_11_8";2;0,469237467716209;0,858740938710147
66,67467471;-113,3050368;-55,24;680;25,15198784;26,6;18,35;17,8;35,7;5,2;"tile_12_9";2;0,49588946038463;0,655391832199319
74,35616348;-129,6962404;-60,932;681;24;28,99;19,39;27,9;53,9;6,2;"tile_12_8";2;0,506848300403919;0,664719737831985
62,65938584;-136,2860269;-60,742;682;43,77372973;32,55;28,2;49,2;71,3;8,3;"tile_11_7";2;0,441548347878342;2,16294881732275
74,427748;-104,7779823;-55,365;683;25,33777143;29,21;11,81;12,8;17,1;4,5;"tile_12_9";2;0,500692333910669;0,73744427514208
47,337665;-42,93871;-29,776;684;29,966;28,89;15,34;18,3;45,2;5,5;"tile_11_12";2;0,479322775752258;0,976614210282349
73,89415224;-125,6123463;-60,166;685;18,94071642;26,04;15,19;10,8;17;4,2;"tile_12_8";2;0,528853718650517;0,38802457103898
70,08979923;-127,5330034;-59,788;686;10,00618462;8,08;0;0;0;0;"tile_12_8";2;0,552034066873339;0,035075522153883
78,2914297;-126,9363704;-61,298;687;18,92533541;26,63;0;0;0;0;"tile_12_8";1;0,530073761926582;0,397085954550913
59,58738901;-142,2599212;-62,977;688;30,64943763;27,39;15,84;17,5;30,9;5;"tile_11_7";2;0,472928774531684;0,955702391837036
56,361288;-137,686774;-61,717;689;37,7332;29,23;17,68;23,6;49,6;5,6;"tile_11_7";1;0,451786007104735;1,47672200825935
65,50104838;-125,7708229;-57,262;690;38,72281905;24,93;19,18;16,1;28,7;4,9;"tile_12_8";2;0,436310825454525;1,28097921180422
70,43925362;-118,4942174;-56,598;691;24,9277018;29,44;12,64;18,1;24;5,1;"tile_12_8";2;0,50313168007525;0,722892688764076
79,75726411;-133,6827344;-62,98;692;30,41487671;26,13;22,48;46,4;71,1;8,3;"tile_12_8";1;0,470564212048572;0,893347253093702
43,95257501;-124,9882754;-56,781;693;8,957565591;18,8;0;0;0;0;"tile_11_8";1;0,561746824992942;0,0665531094270184
50,39545086;-115,7508011;-53,126;694;42,85942857;31,78;20,43;26,4;41,8;6,3;"tile_11_9";2;0,442400628398725;2,02839374348429
61,3199581;-102,2961643;-50,047;695;23,41171429;22,62;15,57;3,6;3,8;2,5;"tile_11_9";2;0,494165804955813;0,481195550530076
78,26534273;-101,805815;-56,818;696;29,37029545;27,08;11,83;16,3;32,7;5,4;"tile_12_9";2;0,477512287221741;0,876071844881037
74,44071083;-142,2875092;-64,381;697;20,62505673;25,93;16,93;10,2;10,8;3,8;"tile_12_7";1;0,518771255810878;0,449426427222732
57,14997333;-120,5701933;-55,862;698;36,4664;33,09;29,74;16,2;15,6;5,1;"tile_11_8";2;0,464103879410747;1,60393819719022
45,4019526;-122,1757953;-56,207;699;17,5750229;25,43;0;0;0;0;"tile_11_8";1;0,53582439154495;0,330560167692042
57,61344555;-118,5936721;-54,568;700;27,49654516;27,19;0;0;0;0;"tile_11_8";2;0,486096910951859;0,784834724157055
71,51127082;-113,0461303;-55,908;701;35,85364807;30,73;13,83;17,3;33,6;5,3;"tile_12_9";2;0,461401127548159;1,43152123808462
52,01475779;-139,5946072;-62,799;702;32,82647328;29,57;23,37;31,8;76;6,8;"tile_11_7";2;0,469597966204341;1,1752110509776
67,236676;-93,76318267;-50,468;703;31,33306667;23,69;17,69;20,6;29,6;5,5;"tile_12_10";2;0,459216993727951;0,838839164093434
76,06950864;-106,5596758;-56,267;704;10,22318644;17,8;10,7;17,1;19,4;5,5;"tile_12_9";2;0,557292424816176;0,0814264658712711
31,3044383;-101,5901715;-47,426;705;35,55651064;27,69;24,44;18,2;61,3;5,6;"tile_10_9";1;0,455168854232909;1,25147922160492
36,77262853;-122,2591126;-57,337;706;34,40529843;29,01;17,41;26,5;43,2;6,1;"tile_10_8";1;0,46253503631179;1,24747802526326
70,67979667;-134,3140933;-61,382;707;42,48666667;33,61;23,31;46,5;92,6;8,2;"tile_12_8";1;0,447119030581391;2,13052614344662
70,80557773;-138,248653;-62,597;708;38,73076757;28,31;22,51;28,4;65,3;6,3;"tile_12_7";2;0,446299895019058;1,48856822170036
66,657182;-148,379498;-64,469;709;30,0816;28,05;26,35;56,5;78,9;9,5;"tile_12_7";2;0,476895484964249;0,950709474210626
61,80903357;-153,6591748;-66,079;710;38,2040918;29,71;20,56;48;89,5;8,4;"tile_11_7";1;0,45143238484923;1,53746417298768
40,93356373;-124,0533306;-56,919;711;24,75364706;29,19;14,59;21,5;40;5,8;"tile_10_8";2;0,503492964760355;0,707287156400734
57,08597047;-142,1310339;-62,994;712;25,09089933;27,25;17,55;18,6;44,3;5,5;"tile_11_7";1;0,497714231071441;0,670608266372101
73,16966564;-137,0553765;-62,749;713;14,09778182;24,74;19,44;19,5;25,8;5,1;"tile_12_7";1;0,55411027089878;0,213986978739212
-20,01992304;-90,63097406;-54,273;714;29,62518841;28,92;24,22;16,6;44,5;5,3;"tile_7_10";1;0,480807767656651;0,958477422676818
19,830928;-100,1421873;-50,194;715;14,4469;15,89;0;0;0;0;"tile_9_9";1;0,532974723433753;0,138825652944987
30,13362555;-121,1708258;-59,198;716;23,7178117;25,98;21,73;16,2;35,3;4,9;"tile_10_8";1;0,501765704526588;0,575942644071769
30,350164;-106,9242587;-51,38;717;40,1504;28,89;18,19;21,6;45,4;5,6;"tile_10_9";1;0,443430383674997;1,62196927581224
75,20380282;-147,3113672;-65,129;718;46,454;32,71;24,71;39,1;78,6;7,4;"tile_12_7";1;0,434993330948581;2,41156657259477
-5,81966803;-87,70465611;-48,323;719;33,82286284;29,57;18,22;20;35,2;5,5;"tile_8_10";1;0,465930392977332;1,23789262482537
27,02546776;-98,58785286;-47,253;720;22,66546939;21,8;0;0;0;0;"tile_10_9";1;0,495803608279037;0,436099403909248
26,86798;-100,2879053;-48,513;721;33,91946667;27,04;0;0;0;0;"tile_10_9";2;0,45929191128422;1,12223393144162
34,327256;-120,6402026;-57,414;722;27,89801101;29,79;19,09;19,2;26,6;5,6;"tile_10_8";1;0,490073962057367;0,892418358866624
30,5279421;-111,7821876;-53,718;723;40,15272381;28,24;25,99;38,5;54,5;7,5;"tile_10_9";1;0,441736755112471;1,57960366756019
74,20143675;-124,3293466;-59,943;724;29,692775;29,03;20,08;20,2;34,5;5,3;"tile_12_8";2;0,480770220716702;0,966442569320661
28,26966038;-109,4568463;-53,632;725;33,1592381;31,08;24,38;23,4;28,5;5,8;"tile_10_9";1;0,471594208086177;1,26575147033353
-5,785491568;-104,8069947;-59,009;726;16,81487568;28,6;15,35;13,7;26,3;4,5;"tile_8_9";1;0,545314333114797;0,346330028668083
-8,05496444;-101,5366204;-57,283;727;14,6412888;20,31;18,21;27,9;36,1;6,3;"tile_8_9";1;0,543592348188514;0,185879610585056
18,12356133;-102,395108;-52,132;728;30,17146667;28,51;16,66;17,6;32,2;5,1;"tile_9_9";1;0,477606550644322;0,97353196990465
6,848470715;-103,9068367;-55,179;729;35,22435573;31,47;20,62;21,4;41,2;5,7;"tile_9_9";1;0,465086755080485;1,42628630689599
-12,10216199;-100,2136503;-57,458;730;17,05471651;20,03;0;0;0;0;"tile_8_9";1;0,5265967111705;0,240956131831184
-13,103276;-98,0920653;-56,435;731;25,30815135;24,98;17,38;10,8;27,7;4,2;"tile_8_9";1;0,490957181644619;0,616945468426327
4,295230049;-101,6258613;-54,681;732;19,57657143;20,27;15,72;12,2;31;4,1;"tile_9_9";1;0,510056370666545;0,311196764576509
21,52155143;-109,2944836;-55,476;733;31,69714286;32,55;27,3;27;49,3;6;"tile_9_9";1;0,479873960290801;1,23256063387084
23,68645373;-116,4216835;-58,584;734;31,04572549;30,41;18,96;20,5;31,6;5,4;"tile_9_8";1;0,478241663120605;1,10092399055699
40,77615725;-124,8366247;-57,441;735;31,82976471;30,48;26,03;13,3;25,6;4,6;"tile_10_8";2;0,475339051185028;1,15285634866031
33,74235687;-113,3688774;-53,775;736;39,95805622;31,65;25,55;32,9;58,9;6,9;"tile_10_9";1;0,450389459089828;1,78755955833538
10,49814745;-109,5897136;-57,928;737;24,84283221;26,21;15,26;23;58,7;5,7;"tile_9_9";1;0,496500463217662;0,630781245846623
25,70142892;27,49511311;1,418;738;33,89951475;26,48;23,68;29,5;72,5;6,7;"tile_10_16";3;0,457811417824811;1,09416153986193
1,232062414;-92,49446759;-50,184;739;31,68006897;30,41;16,56;25,8;40;6,1;"tile_8_10";1;0,475769096074997;1,14044610697918
-15,59457402;-100,4232387;-59,244;740;22,64470279;25,54;17,74;14,2;36,1;4,5;"tile_8_9";1;0,506488300306612;0,520970871844273
0,721832361;-105,3620748;-58,08;741;27,65847215;28,09;24,44;17,1;40,9;5,1;"tile_8_9";1;0,487477365562124;0,82272074484966
4,594016499;-106,3493908;-57,831;742;29,32945689;26,44;17,39;18;34,7;5,2;"tile_9_9";1;0,476027874150286;0,850338334259872
14,602584;-111,1189652;-57,724;743;45,62956129;34,92;29,72;23,4;54;5,7;"tile_9_9";1;0,44131995684123;2,52005645389112
24,639564;-102,650824;-50,57;744;33,01146667;26,71;12,51;14,3;27,5;4,5;"tile_10_9";1;0,461793839721282;1,0557024871463
-24,36106992;-97,22227135;-59,386;745;25,77279576;26,12;21,17;22,2;57,9;5,6;"tile_7_9";1;0,49162948928439;0,669921696617142
-39,12616837;-88,13454705;-58,397;746;23,46770631;26,6;14,1;13,6;30,2;4,5;"tile_6_10";1;0,504542125578809;0,580510714019596
-26,61929416;-94,50662933;-57,994;747;30,16817978;25,82;17,27;16,4;36,3;5;"tile_7_10";1;0,470735771988429;0,868803449493362
24,87184;-109,5790451;-54,522;748;40,18707246;28,5;20,35;27,1;46,3;6,3;"tile_10_9";1;0,442317258397776;1,59897386870242
-34,30067547;-91,77208256;-59,016;749;20,00595731;25,52;14,42;14,7;28,1;4,7;"tile_7_10";1;0,521493075178107;0,418348072909203
64,79372171;-147,1420501;-63,732;750;44,65302857;28,99;26,14;31,3;61,5;6,8;"tile_12_7";2;0,430981817873072;1,95658574669682
21,75141626;-96,13008673;-47,229;751;28,21168847;28,72;23,42;27,7;36,3;6,2;"tile_9_9";1;0,486426665159595;0,873272632750372
42,36558749;-128,1887678;-59,24;752;22,03259754;26,18;19,93;22,7;45,5;5,9;"tile_10_8";2;0,511356959643992;0,510405208583928
-32,1497363;-91,36484595;-57,803;753;27,92683237;25,88;14,23;15,7;33,3;4,9;"tile_7_10";1;0,480774362711185;0,762147116051529
-37,08935226;-90,2264114;-58,945;754;17,64584946;22,8;13,1;10,5;18,8;3,9;"tile_6_10";1;0,529872062931331;0,295447888407633
3,051649178;-85,69283666;-44,831;755;31,70853258;30,37;13,22;13,3;15,5;4,5;"tile_8_10";1;0,475575786185081;1,14052995439021
-6,777171668;-14,56357594;-5,445;756;9,827420153;14,41;0;0;0;0;"tile_8_14";2;0,55797017219119;0,0609879299984674
23,27794346;-162,7262141;-82,948;757;23,61229885;22,23;20,03;25,5;59,5;5,8;"tile_9_6";1;0,49178134974371;0,4787159979187
31,47766705;-165,0103086;-80,299;758;36,60190476;28,57;20,72;24,8;48,3;6,1;"tile_10_6";1;0,453868302671691;1,36438629541052
28,7832649;-163,7305659;-81,124;759;26,73039216;23,35;18,85;18,3;40,2;5,1;"tile_10_6";1;0,478985826657354;0,627639242506184
59,39935861;-156,9920921;-67,223;760;32,11168317;28,34;17,79;27,8;59,4;6,2;"tile_11_6";1;0,469454662808962;1,07748076182613
53,95232886;-129,9027586;-58,941;761;36,28771429;30,59;17,84;17,1;33,4;5;"tile_11_8";2;0,459644154399072;1,4541537466615
59,38735867;-152,0508493;-65,884;762;33,44666667;29,62;19,17;16,3;7,9;4,9;"tile_11_7";1;0,46741407522985;1,21641678923533
43,94516367;-171,170643;-75,909;763;29,95372455;27,79;13,54;16,5;27,8;4,8;"tile_11_6";2;0,476801574235938;0,933722388485037
-3,558730657;-17,42887387;-5,487;764;24,33138654;16,16;0;0;0;0;"tile_8_13";2;0,459751711989318;0,345452475599287
28,39267606;-171,3355536;-84,743;765;38,90274314;27,62;0;0;0;0;"tile_10_6";1;0,443912526651265;1,4573753092681
37,82230944;-172,528321;-79,332;766;35,55326708;27,39;16,09;20,3;39,9;5,3;"tile_10_6";1;0,454378789119816;1,2355462135875
37,2855784;-164,4264157;-77,34;767;26,254752;26,04;16,09;15,5;28,2;4,7;"tile_10_6";1;0,489072347834148;0,689477043082129
41,04588925;-167,4344303;-76,361;768;27,3336918;25,56;16,86;14,4;19,6;4,5;"tile_10_6";1;0,482654019614802;0,723907781048112
30,97407653;-159,9455565;-78,036;769;17,07450667;22,04;14,74;14,9;14,8;4,8;"tile_10_6";1;0,531763543597248;0,268359120892239
32,97010498;-155,6948453;-75,524;770;33;29,28;21,73;24,4;53,2;5,8;"tile_10_7";1;0,468292755199018;1,17275224372342
50,73247146;-155,6297989;-69,583;771;33,04180668;31,94;16,19;20,3;43,4;5,4;"tile_11_7";2;0,473727315233164;1,29742060820836
53,6517311;-164,0224752;-70,672;772;11,25292527;24,64;7,79;9,4;11,1;3,9;"tile_11_6";1;0,560461397189455;0,137343199231008
50,71185333;-162,1043673;-70,779;773;24,88693939;27,72;18,57;19,3;35;5,2;"tile_11_6";2;0,499778868052991;0,673913221080528
52,51946419;-147,9277234;-66,277;774;49,88487619;30,14;23,94;59,4;140,8;9,7;"tile_11_7";2;0,420948443959461;2,47970395770184
50,37132285;-162,2254825;-70,733;775;11,25051957;9,38;0;0;0;0;"tile_11_6";1;0,540139777832893;0,0503667629794363
47,79507928;-164,7972915;-72,778;776;27,62612331;27,34;18,19;22;40,5;5,7;"tile_11_6";1;0,485867733578825;0,796244310436775
68,9953417;-152,6034438;-65,148;777;44,71634098;31,11;24,96;36,5;62,6;7,3;"tile_12_7";2;0,43595930915304;2,12994488908745
59,54425775;-162,0731046;-68,681;778;24,31952584;10,71;0;0;0;0;"tile_11_6";2;0,407601387188896;0,202780043544058
46,90631731;-158,6776036;-71,335;779;15,17904478;28,03;20,43;18,1;43,1;5,1;"tile_11_6";2;0,553124620670537;0,2805594191304
34,98487352;-167,9207189;-79,606;780;36,05139048;29,24;20,79;28,2;62,9;6,6;"tile_10_6";1;0,457359221193183;1,36511339780009
43,44837883;-180,1261291;-78,982;781;23,04057948;21,34;9,84;13,5;26,3;4,4;"tile_10_5";1;0,492041637803217;0,437797167109158
52,96011639;-181,8486021;-74,992;782;31,60554212;27,31;14,86;15,8;34,4;4,7;"tile_11_5";1;0,468865675946892;1,00458458617428
-37,83064034;-119,0948208;-78,658;783;20,5672605;17,89;16,69;23,8;21,2;6,3;"tile_6_8";1;0,494037049950197;0,293638258168693
60,92146728;-144,8344519;-63,838;784;26,15147541;25,58;24,48;33,7;22;7,2;"tile_11_7";1;0,48837197514854;0,67101703790305
64,07189105;-168,673547;-69,312;785;48,55542857;31,08;25,28;43,7;100,7;7,9;"tile_12_6";2;0,426321127061578;2,45348456604184
39,68047348;-162,3568925;-75,501;786;27,35591304;25,56;15,91;17,9;43,2;5,1;"tile_10_6";1;0,482549780792363;0,724928681124654
60,69489557;-166,2578069;-69,236;787;35,8091027;29,68;19,63;22,4;50;5,7;"tile_11_6";1;0,459212498003763;1,37263274379066
59,762266;-172,97348;-71,006;788;33,7912;24,53;16,28;18,7;38,6;5,2;"tile_11_6";1;0,45225665696174;0,994900450060835
50,86104041;-166,1089432;-72,075;789;29,78235115;25,78;18,33;21,6;49,1;5,7;"tile_11_6";1;0,472268834577389;0,848164402646672
69,24495771;-156,0048191;-66,566;790;30,98988571;27;20,05;34;64,3;6,8;"tile_12_6";1;0,470534428890728;0,958263620294694
72,54884427;-161,4191835;-68,948;791;40,66815267;36,58;33,33;54,8;120,4;9;"tile_12_6";1;0,457356684792629;2,17318903041232
40,94074362;-170,7962387;-77,082;792;40,8959619;30,76;22,31;23,2;54;5,8;"tile_10_6";1;0,445696610492614;1,8008452673874
68,09970238;-163,1685154;-68,134;793;38,14105028;26,76;17,01;34,1;62,7;7,1;"tile_12_6";2;0,443914458517567;1,35725227024027
58,89167106;-137,530022;-61,531;794;39,45305775;31,1;19,95;25,7;35,4;6;"tile_11_7";2;0,450722450463703;1,71364476105403
39,90546135;-179,0592866;-80,468;795;26,38427027;24,07;14,62;16;31,2;4,8;"tile_10_5";1;0,482947625548882;0,635559450578133
42,44064157;-165,0556223;-74,805;796;26,59177798;25,25;14,15;15,9;34,3;4,7;"tile_10_6";1;0,485337134623543;0,680596227999832
68,269536;-161,014558;-68,09;797;37,186;28,34;19,89;19,1;21,8;5,3;"tile_12_6";1;0,45134638831331;1,38918034102715
62,34772364;-158,5965459;-67,26;798;29,17321696;10,04;8,59;8,7;6,1;5;"tile_11_6";2;0,362292745955197;0,243137460493302
43,85452372;-186,782044;-80,483;799;25,44544186;24,77;12,27;12,3;25,5;4,3;"tile_10_5";1;0,489681493361939;0,616807395839099
34,9150547;-174,8391503;-82,417;800;27,41074143;24,65;19,85;27,4;60,8;6,6;"tile_10_6";1;0,479708140751105;0,697791153689354
42,322744;-175,9644813;-78,121;801;40,248;28,2;19,95;23;55,6;5,6;"tile_10_5";1;0,441343270544341;1,58344909922839
55,56203503;-168,0573639;-71,095;802;23,79736418;25,45;0;0;0;0;"tile_11_6";2;0,500037092252982;0,566027592795023
33,58144522;-177,4699043;-84,301;803;29,14626087;25,52;9,87;9,9;18,3;4,1;"tile_10_5";1;0,47430014948361;0,807587351384717
34,90895811;-179,3271314;-83,75;804;26,71513684;26,24;16,69;13,9;39,7;4,4;"tile_10_5";1;0,487375795194782;0,716856908496459
35,7295745;-161,052495;-76,368;805;9,477777778;4,82;0;0,2;0,1;0,5;"tile_10_6";1;0,552775126286527;0,0187974291052288
54,28078591;-152,3295992;-66,609;806;15,27190036;27,59;6,09;15;5,7;4,6;"tile_11_7";1;0,552115745324877;0,279034484049214
71,85511621;-176,8832785;-72,734;807;36,30773608;29,71;13,51;15,4;29,9;4,8;"tile_12_5";2;0,457599898176507;1,40759200733577
37,49749931;-191,212774;-86,957;808;33,52792864;27,92;19,37;22,1;58;5,5;"tile_10_5";1;0,463050892398965;1,14142522964648
71,40372413;-180,0575768;-73,468;809;21,37074667;30;11,5;6,9;6,6;3,2;"tile_12_5";1;0,522345281601417;0,562093035779438
42,05447714;-183,8724631;-80,976;810;33,94502857;26,61;17,16;15,8;35,3;4,7;"tile_10_5";1;0,45800948394362;1,10296462571097
64,20213292;-180,7832743;-72,094;811;29,94978882;26,56;17,31;19,2;27,2;5,6;"tile_12_5";1;0,473689989692412;0,886338650665755
44,58340533;-178,2799568;-78,127;812;34,78049524;27,82;14,97;19,1;42,1;5,2;"tile_11_5";1;0,458242037750945;1,21119329467098
49,39634617;-179,3581317;-75,783;813;14,47414765;21,59;0;0;0;0;"tile_11_5";2;0,547169683525682;0,194379538921234
69,47954562;-179,3090232;-72,39;814;27,23898378;25,43;15,58;18,4;37,1;5,2;"tile_12_5";2;0,482742577174158;0,715374817834381
58,0972448;-170,2993369;-70,828;815;14,12371919;19,42;0;0;0;0;"tile_11_6";1;0,544919266349952;0,165794232528736
31,47036085;-178,0273693;-85,715;816;36,79058361;30,56;20,81;26,4;55,5;6,2;"tile_10_5";1;0,457917449734775;1,48766031842487
24,64090288;-167,1012927;-84,462;817;27,58838462;30,48;20,93;22,2;58,3;5,6;"tile_10_6";1;0,492807985985742;0,897914789919858
45,19519865;-150,6892249;-69,388;818;34,06798797;30,45;19,35;34,9;76,7;7,3;"tile_11_7";1;0,466992089614197;1,29622284966215
72,47067933;-171,606808;-71,427;819;34,12506667;28,18;15,63;32;54,3;6,8;"tile_12_6";2;0,461517167922718;1,18950356541675
56,2315263;-157,3894278;-68,371;820;23,52231862;1,14;0;0;0;0;"tile_11_6";1;-0,85512390382747;-0,0423627394051065
64,06776933;-173,3223973;-70,345;821;28,74533333;26,89;14,24;18,2;17,9;5,5;"tile_12_6";1;0,479747167417395;0,837197265095686
47,75319416;-189,7815045;-79,186;822;33,73272103;26,04;16,29;21,7;50,4;5,5;"tile_11_5";1;0,457166623637294;1,0639179275373
36,36709477;-182,1369892;-83,865;823;21,38510769;11,07;0;0;0;0;"tile_10_5";1;0,43682815276391;0,173688476387212
48,45022643;-142,3136862;-64,808;824;28,25735095;28,01;0;0;0;0;"tile_11_7";1;0,484619251987985;0,85126846250736
54,07478923;-177,0249918;-73,514;825;28,82662344;25,64;13,99;22,7;50,1;5,6;"tile_11_5";2;0,4760535799349;0,796620150325057
33,70737426;-182,5482142;-85,787;826;26,12517706;18,36;3,11;3,4;3;2,7;"tile_10_5";1;0,461768853801044;0,45447048078299
33,25112667;-160,462016;-76,734;827;35,096;27,02;23,82;18,8;43,3;5,1;"tile_10_6";1;0,454978406311748;1,18927216410426
68,23100236;-167,2068002;-68,978;828;25,77953457;27,17;11,12;19,3;29,1;5,5;"tile_12_6";2;0,494147568357787;0,700787467973093
38,350514;-184,7133037;-83,521;829;21,79542857;21,33;11,13;12;29,6;4,1;"tile_10_5";1;0,49944124482713;0,397462323834326
61,08483351;-186,0129778;-73,897;830;50,99284324;32,63;27,63;32,9;74,4;6,8;"tile_11_5";1;0,424155826459279;2,82651209374858
65,09724648;-191,8437244;-75,346;831;25,50449524;25,94;14,59;18;26,5;5,1;"tile_12_5";2;0,492500894582786;0,652680056483273
64,22934;-176,7024983;-70,87;832;37,03668571;26,32;16,62;26,4;44,5;6;"tile_12_5";1;0,446266379836673;1,26541846819205
26,14919814;-179,2483408;-90,102;833;29,18237288;26,51;23,96;22,3;63,2;5,6;"tile_10_5";1;0,476851653637003;0,84552043223554
46,28316019;-192,7569361;-80,512;834;33,75709657;26,63;25,13;39;24,1;7,5;"tile_11_5";1;0,458763014230176;1,09340137975204
54,78782619;-184,90399;-75,124;835;19,25352381;26,41;14,61;5,9;6,7;3,1;"tile_11_5";1;0,52773456202621;0,405783396475233
35,88901359;-161,271368;-76,694;836;34,58451246;25,01;13,26;20,2;37,5;6;"tile_10_6";1;0,450850641031214;1,05925270118627
-16,72677115;-25,37328781;-14,209;837;32,836842;25,1;20,25;22,7;58,9;5,7;"tile_7_13";1;0,45775431574358;0,973013390393446
47,20332865;-178,3898949;-76,614;838;23,72427027;18,83;8,33;5,8;6,9;2,9;"tile_11_5";1;0,47791819829291;0,397813480045677
25,74037606;-158,9205458;-79,677;839;37,88993516;30,51;20,66;25,7;60,1;6;"tile_10_6";1;0,454261244320516;1,56273557706242
56,7369113;-177,9305279;-72,527;840;20,60843836;28,08;15,53;9,9;21,2;3,9;"tile_11_5";1;0,523146062672936;0,490004550409471
56,67345367;-164,854813;-70,031;841;40,64126667;31,71;22,81;25,6;50,2;6,1;"tile_11_6";2;0,448509209440641;1,84498125799099
52,22969135;-171,9132065;-72,618;842;32,96724324;27,93;17,28;42,8;94,7;8;"tile_11_6";2;0,465173603400384;1,10902450995293
60,13644137;-148,5892606;-64,59;843;39,62120172;28,52;14,47;30,4;54,4;6,7;"tile_11_7";1;0,444085491927077;1,56156934583598
60,45547434;-176,2688667;-71,871;844;28,60454494;10,5;0;0;0;0;"tile_11_5";2;0,373981725071212;0,252347872263902
57,854366;-171,8672709;-71,26;845;19,226528;24,81;0;0;0;0;"tile_11_6";2;0,524594918445978;0,377870035649597
-12,39117609;-25,97222214;-12,997;846;26,79749019;19,41;11,36;17,8;27,3;5,2;"tile_8_13";1;0,463302304853642;0,507187006256668
61,76474385;-180,5562729;-72,462;847;33,5933913;27,58;19,38;24,5;44,1;5,9;"tile_11_5";2;0,461934463412955;1,12920347333579
50,83157935;-188,5730734;-78,048;848;34,61372973;25,36;15,96;24,6;42,9;6;"tile_11_5";1;0,451849180149418;1,07827472609775
52,34473987;-199,2670052;-80,149;849;35,78416344;26,17;22,82;22,6;45,5;5,7;"tile_11_4";1;0,450119126929071;1,18468478099526
36,77595214;-174,4206343;-81,694;850;4,476857143;6,84;4,09;3,9;3,9;2,4;"tile_10_6";1;0,605484287091311;0,00651921543119025
42,566719;-189,5163442;-81,93;851;25,22592171;22,84;19,29;16,9;35,9;5;"tile_10_5";1;0,484997857258036;0,553630347175945
45,16749524;-183,6389406;-79,124;852;33,27657143;28,13;16,93;19,6;43,5;5,3;"tile_11_5";1;0,464513610813661;1,13641041242163
55,74621451;-191,8175218;-76,615;853;40,98713725;28,2;19,9;28,2;75,4;6,4;"tile_11_5";2;0,43914197836292;1,63395132866558
47,90135333;-182,0239853;-77,348;854;42,9895619;29,14;16,24;29,2;64;6,3;"tile_11_5";1;0,435877591842123;1,84361405451223
-15,64017609;-29,07489565;-15,918;855;25,9266087;24,78;18,98;23,4;44,7;5,8;"tile_8_13";1;0,48729184124066;0,6374876118207
53,39760804;-185,6092175;-76,268;856;30,65163095;26,36;11,96;13,7;32,3;4,6;"tile_11_5";1;0,470211103448067;0,914608732072098
70,34153;-182,07778;-73,277;857;39,901;30,16;14,56;24,8;43;5,9;"tile_12_5";2;0,447261297092032;1,68674758785096
51,73383833;-174,0159192;-73,669;858;15,17930769;25,19;0;0;0;0;"tile_11_6";1;0,549268815596516;0,250384200227311
51,10899599;-185,1207873;-77,023;859;24,91709577;24,16;13,51;14,3;33,6;4,5;"tile_11_5";1;0,490664781319772;0,578051510954565
71,80187406;-158,56959;-67,659;860;49,99304348;35,33;27,73;35;63,3;7,1;"tile_12_6";2;0,431692268302637;2,99382866534263
39,19460528;-155,0896942;-73,053;861;25,00320325;28,14;10,49;12,6;18,2;4,3;"tile_10_7";1;0,500112146167595;0,690991459016401
-12,72961985;-28,02153459;-14,527;862;61,38656254;23,23;11,88;21,7;19,7;5,6;"tile_8_13";1;0,374111089804662;2,57209084251988
